order_date,order_id,pizza_id,quantity,order_time,unit_price,total_price,pizza_size,pizza_category,Mes,Day,week,DayNumber
2015-01-01,1,hawaiian_m,1,11:38:36,14.0,14.0,M,Napolitana,1,Thursday,1,3
2015-01-01,2,classic_dlx_m,1,11:57:40,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,2,five_cheese_l,1,11:57:40,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,2,ital_supr_l,1,11:57:40,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,2,mexicana_m,1,11:57:40,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,2,thai_ckn_l,1,11:57:40,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,3,ital_supr_m,1,12:12:28,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,3,prsc_argla_l,1,12:12:28,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,4,ital_supr_m,1,12:16:31,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,5,ital_supr_m,1,12:21:30,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,6,bbq_ckn_s,1,12:29:36,12.75,12.75,S,Pepperoni ,1,Thursday,1,3
2015-01-01,6,the_greek_s,1,12:29:36,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,7,spinach_supr_s,1,12:50:37,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,8,spinach_supr_s,1,12:51:37,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,9,classic_dlx_s,1,12:52:01,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,9,green_garden_s,1,12:52:01,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,9,ital_cpcllo_l,1,12:52:01,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,9,ital_supr_l,1,12:52:01,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,9,ital_supr_s,1,12:52:01,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,9,mexicana_s,1,12:52:01,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,9,spicy_ital_l,1,12:52:01,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,9,spin_pesto_l,1,12:52:01,20.75,20.75,L,Napolitana,1,Thursday,1,3
2015-01-01,9,veggie_veg_s,1,12:52:01,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,10,mexicana_l,1,13:00:15,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,10,southw_ckn_l,1,13:00:15,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,11,bbq_ckn_l,1,13:02:59,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,11,cali_ckn_l,1,13:02:59,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,11,cali_ckn_m,1,13:02:59,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,11,pepperoni_l,1,13:02:59,15.25,15.25,L,Napolitana,1,Thursday,1,3
2015-01-01,12,cali_ckn_l,1,13:04:41,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,12,cali_ckn_s,1,13:04:41,12.75,12.75,S,Pepperoni ,1,Thursday,1,3
2015-01-01,12,ckn_pesto_l,1,13:04:41,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,12,ital_supr_m,1,13:04:41,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,13,mexicana_l,1,13:11:55,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,14,the_greek_s,1,13:14:19,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,15,big_meat_s,1,13:33:00,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,15,five_cheese_l,1,13:33:00,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,15,soppressata_l,1,13:33:00,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,15,the_greek_s,1,13:33:00,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,16,four_cheese_l,1,13:34:07,17.95,17.95,L,Napolitana,1,Thursday,1,3
2015-01-01,16,napolitana_s,1,13:34:07,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,16,thai_ckn_l,1,13:34:07,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,17,bbq_ckn_l,1,13:53:00,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,17,calabrese_m,1,13:53:00,16.25,16.25,M,Pepperoni ,1,Thursday,1,3
2015-01-01,17,five_cheese_l,1,13:53:00,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,17,four_cheese_m,1,13:53:00,14.75,14.75,M,Napolitana,1,Thursday,1,3
2015-01-01,17,ital_supr_m,1,13:53:00,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,17,ital_veggie_s,1,13:53:00,12.75,12.75,S,Napolitana,1,Thursday,1,3
2015-01-01,17,mediterraneo_m,2,13:53:00,16.0,32.0,M,Napolitana,1,Thursday,1,3
2015-01-01,17,mexicana_l,1,13:53:00,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,17,peppr_salami_s,1,13:53:00,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,17,spinach_fet_l,1,13:53:00,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,18,napolitana_l,1,13:57:08,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,19,ital_cpcllo_l,1,13:59:09,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,19,sicilian_l,1,13:59:09,20.25,20.25,L,Pepperoni ,1,Thursday,1,3
2015-01-01,20,big_meat_s,1,14:03:08,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,20,five_cheese_l,1,14:03:08,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,21,ital_cpcllo_l,1,14:14:29,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,22,five_cheese_l,1,14:16:26,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,22,ital_cpcllo_m,1,14:16:26,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,22,southw_ckn_l,1,14:16:26,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,23,southw_ckn_s,1,14:19:03,12.75,12.75,S,Pepperoni ,1,Thursday,1,3
2015-01-01,24,bbq_ckn_m,1,14:23:01,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,24,ital_cpcllo_m,1,14:23:01,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,24,pepperoni_m,1,14:23:01,12.5,12.5,M,Napolitana,1,Thursday,1,3
2015-01-01,24,prsc_argla_s,1,14:23:01,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,25,sicilian_m,1,14:44:44,16.25,16.25,M,Pepperoni ,1,Thursday,1,3
2015-01-01,25,thai_ckn_l,1,14:44:44,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,26,classic_dlx_s,1,14:54:26,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,26,veggie_veg_l,1,14:54:26,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,27,bbq_ckn_l,1,15:11:17,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,27,classic_dlx_m,1,15:11:17,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,27,spinach_fet_l,1,15:11:17,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,28,ckn_alfredo_s,1,15:35:46,12.75,12.75,S,Pepperoni ,1,Thursday,1,3
2015-01-01,29,green_garden_s,1,15:41:01,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,30,thai_ckn_l,1,15:41:25,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,31,mexicana_m,1,15:50:18,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,31,pepperoni_s,1,15:50:18,9.75,9.75,S,Napolitana,1,Thursday,1,3
2015-01-01,32,big_meat_s,1,15:53:18,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,32,green_garden_l,1,15:53:18,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,32,ital_cpcllo_l,1,15:53:18,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,32,ital_supr_m,1,15:53:18,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,33,bbq_ckn_l,1,15:54:08,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,33,green_garden_s,1,15:54:08,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,34,the_greek_s,1,16:21:21,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,35,green_garden_m,1,16:32:04,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,35,pep_msh_pep_l,1,16:32:04,17.5,17.5,L,Napolitana,1,Thursday,1,3
2015-01-01,35,pepperoni_m,1,16:32:04,12.5,12.5,M,Napolitana,1,Thursday,1,3
2015-01-01,35,thai_ckn_l,1,16:32:04,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,36,bbq_ckn_m,1,16:54:09,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,36,classic_dlx_m,1,16:54:09,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,37,ital_supr_l,1,16:56:09,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,37,mexicana_l,1,16:56:09,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,38,hawaiian_s,1,17:03:00,10.5,10.5,S,Napolitana,1,Thursday,1,3
2015-01-01,38,ital_cpcllo_l,1,17:03:00,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,39,ital_supr_l,1,17:07:23,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,40,four_cheese_l,1,17:14:36,17.95,17.95,L,Napolitana,1,Thursday,1,3
2015-01-01,40,southw_ckn_s,1,17:14:36,12.75,12.75,S,Pepperoni ,1,Thursday,1,3
2015-01-01,41,four_cheese_m,1,17:15:20,14.75,14.75,M,Napolitana,1,Thursday,1,3
2015-01-01,41,green_garden_s,1,17:15:20,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,42,big_meat_s,1,17:28:09,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,42,five_cheese_l,1,17:28:09,18.5,18.5,L,Napolitana,1,Thursday,1,3
2015-01-01,42,mexicana_l,1,17:28:09,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,42,peppr_salami_m,1,17:28:09,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,43,ckn_alfredo_m,1,17:38:34,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,43,ital_supr_m,1,17:38:34,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,43,peppr_salami_l,1,17:38:34,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,44,spin_pesto_s,1,17:54:20,12.5,12.5,S,Napolitana,1,Thursday,1,3
2015-01-01,45,four_cheese_l,1,17:55:48,17.95,17.95,L,Napolitana,1,Thursday,1,3
2015-01-01,45,hawaiian_s,1,17:55:48,10.5,10.5,S,Napolitana,1,Thursday,1,3
2015-01-01,45,thai_ckn_m,1,17:55:48,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,46,ckn_pesto_l,1,18:25:51,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,46,classic_dlx_l,1,18:25:51,20.5,20.5,L,Napolitana,1,Thursday,1,3
2015-01-01,46,thai_ckn_m,1,18:25:51,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,47,southw_ckn_l,1,18:26:34,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,47,veggie_veg_s,1,18:26:34,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,48,ckn_pesto_m,1,18:26:42,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,48,green_garden_s,1,18:26:42,12.0,12.0,S,Napolitana,1,Thursday,1,3
2015-01-01,48,prsc_argla_l,1,18:26:42,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,48,spicy_ital_l,1,18:26:42,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,49,sicilian_l,1,18:33:00,20.25,20.25,L,Pepperoni ,1,Thursday,1,3
2015-01-01,50,the_greek_xl,1,18:41:01,25.5,25.5,XL,Napolitana,1,Thursday,1,3
2015-01-01,51,bbq_ckn_l,1,18:48:28,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,51,pep_msh_pep_l,1,18:48:28,17.5,17.5,L,Napolitana,1,Thursday,1,3
2015-01-01,52,hawaiian_l,1,18:53:02,16.5,16.5,L,Napolitana,1,Thursday,1,3
2015-01-01,52,mexicana_l,1,18:53:02,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,52,spicy_ital_l,1,18:53:02,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,53,pep_msh_pep_s,1,18:54:17,11.0,11.0,S,Napolitana,1,Thursday,1,3
2015-01-01,53,spinach_supr_m,1,18:54:17,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,54,prsc_argla_m,1,19:01:45,16.5,16.5,M,Pepperoni ,1,Thursday,1,3
2015-01-01,54,thai_ckn_l,1,19:01:45,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,55,peppr_salami_s,1,19:03:19,12.5,12.5,S,Pepperoni ,1,Thursday,1,3
2015-01-01,55,spicy_ital_l,1,19:03:19,20.75,20.75,L,Pepperoni ,1,Thursday,1,3
2015-01-01,56,classic_dlx_m,1,19:07:00,16.0,16.0,M,Napolitana,1,Thursday,1,3
2015-01-01,56,mediterraneo_l,1,19:07:00,20.25,20.25,L,Napolitana,1,Thursday,1,3
2015-01-01,56,southw_ckn_m,1,19:07:00,16.75,16.75,M,Pepperoni ,1,Thursday,1,3
2015-01-01,57,classic_dlx_m,1,19:10:51,16.0,16.0,M,Napolitana,1,Thursday,1,3
